Date/Time,FIRSTFLOOR_1:Zone Mean Radiant Temperature [C](Hourly),ROOF_0:Zone Mean Radiant Temperature [C](Hourly),FIRSTFLOOR_1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ROOF_0:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),FIRSTFLOOR_1:Zone Windows Total Heat Gain Energy [J](Hourly),FIRSTFLOOR_1:Zone Windows Total Heat Loss Energy [J](Hourly),FIRSTFLOOR_1:Zone Opaque Surface Inside Faces Total Conduction Heat Gain Energy [J](Hourly),FIRSTFLOOR_1:Zone Opaque Surface Inside Faces Total Conduction Heat Loss Energy [J](Hourly),ROOF_0:Zone Windows Total Heat Gain Energy [J](Hourly),ROOF_0:Zone Windows Total Heat Loss Energy [J](Hourly),ROOF_0:Zone Opaque Surface Inside Faces Total Conduction Heat Gain Energy [J](Hourly),ROOF_0:Zone Opaque Surface Inside Faces Total Conduction Heat Loss Energy [J](Hourly),FIRSTFLOOR_1:Zone Mean Air Temperature [C](Hourly),FIRSTFLOOR_1:Zone Operative Temperature [C](Hourly),ROOF_0:Zone Mean Air Temperature [C](Hourly),ROOF_0:Zone Operative Temperature [C](Hourly),FIRSTFLOOR_1:Zone Infiltration Total Heat Loss Energy [J](Hourly),FIRSTFLOOR_1:Zone Infiltration Total Heat Gain Energy [J](Hourly),FIRSTFLOOR_1:Zone Ventilation Total Heat Loss Energy [J](Hourly),FIRSTFLOOR_1:Zone Ventilation Total Heat Gain Energy [J](Hourly),FIRSTFLOOR_1:Zone Air Relative Humidity [%](Hourly),ROOF_0:Zone Air Relative Humidity [%](Hourly),FIRSTFLOOR_1 IDEAL LOADS AIR:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),FIRSTFLOOR_1 IDEAL LOADS AIR:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),FIRSTFLOOR_1 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),FIRSTFLOOR_1 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FIRSTFLOOR_1 IDEAL LOADS AIR:Zone Ideal Loads Outdoor Air Total Heating Energy [J](Hourly),FIRSTFLOOR_1 IDEAL LOADS AIR:Zone Ideal Loads Outdoor Air Total Cooling Energy [J](Hourly),FIRSTFLOOR_1 IDEAL LOADS AIR:Zone Ideal Loads Heat Recovery Total Heating Energy [J](Hourly),FIRSTFLOOR_1 IDEAL LOADS AIR:Zone Ideal Loads Heat Recovery Total Cooling Energy [J](Hourly),ROOF_0 IDEAL LOADS AIR:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),ROOF_0 IDEAL LOADS AIR:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),ROOF_0 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ROOF_0 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ROOF_0 IDEAL LOADS AIR:Zone Ideal Loads Outdoor Air Total Heating Energy [J](Hourly),ROOF_0 IDEAL LOADS AIR:Zone Ideal Loads Outdoor Air Total Cooling Energy [J](Hourly),ROOF_0 IDEAL LOADS AIR:Zone Ideal Loads Heat Recovery Total Heating Energy [J](Hourly),ROOF_0 IDEAL LOADS AIR:Zone Ideal Loads Heat Recovery Total Cooling Energy [J](Hourly) 
 02/13  24:00:00,-1.9923866016428615,-4.097069019270562,0.0,0.0,0.0,2112103.857361564,0.0,2536458.380585062,0.0,0.0,0.0,103741.48522557809,-6.0035742460396315e-19,-0.9961933008214308,-4.0047769920307035,-4.050923005650633,4645860336.392036,0.0,0.0,0.0,20.00000004287864,67.7597589942158,4650724801.374541,0.0,4650724801.374541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  01:00:00,-2.0224679319365144,-4.203640417191104,0.0,0.0,0.0,2095476.186344133,0.0,2641505.2276418107,0.0,0.0,0.0,99371.5848594084,-2.986901120978899e-16,-1.0112339659682572,-4.109376823800936,-4.15650862049602,4645860335.022859,0.0,0.0,0.0,20.000000000021345,68.363956285968,4650814505.75846,0.0,4650814505.75846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  02:00:00,-2.0494963787449145,-4.303443632807224,0.0,0.0,0.0,2095753.0532315453,0.0,2722049.3223426673,0.0,0.0,0.0,93336.3742515266,9.25142957780322e-21,-1.0247481893724573,-4.207825083478554,-4.255634358142889,4521898542.947039,0.0,0.0,0.0,20.325737761529737,68.93797309164178,4528292010.66355,0.0,4528292010.66355,1.3969838619232178e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  03:00:00,-2.075623205252326,-4.395004950423997,0.0,0.0,0.0,2117368.765127971,0.0,2780876.8219965147,0.0,0.0,0.0,85109.45574289287,-6.009315016730822e-16,-1.0378116026261635,-4.298936388682245,-4.34697066955312,4553812000.816638,0.0,0.0,0.0,21.276366723116553,69.47387815402388,4560601163.1714535,0.0,4560601163.1714535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  04:00:00,-2.0986406541872387,-4.476371676574374,0.0,0.0,0.0,2138960.1683778535,0.0,2829576.191540197,0.0,0.0,0.0,76457.41096929487,1.6003837464159509e-18,-1.0493203270936193,-4.380289250673088,-4.428330463623731,4637355314.1940365,0.0,0.0,0.0,21.683946561850558,69.95621593323608,4642438124.907277,0.0,4642438124.907277,2.7939677238464355e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  05:00:00,-2.1143349175063033,-4.5534712752128055,0.0,0.0,0.0,2107873.744610912,0.0,2902641.7692302624,0.0,0.0,0.0,74117.25570920474,3.044535424636321e-16,-1.0571674587531514,-4.456111658032963,-4.504791466622884,4520757253.7151165,0.0,0.0,0.0,22.29407969838378,70.40907016400956,4528084183.211717,0.0,4528084183.211717,1.3969838619232178e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  06:00:00,-2.1274139171072766,-4.627759126228756,0.0,0.0,0.0,2069645.5780101349,0.0,2974141.1992638344,0.0,0.0,0.0,70834.49632018025,-3.099144668255905e-16,-1.0637069585536383,-4.529656308072869,-4.578707717150812,4327148180.820737,0.0,0.0,0.0,23.48456885100804,70.85136531805225,4334648858.053442,0.0,4334648858.053442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  07:00:00,-2.129654281524409,-4.693015359890063,0.0,0.0,0.0,1979372.9964131047,0.0,3057716.5392870824,0.0,0.0,0.0,62171.42530803193,-3.0730704306963217e-16,-1.0648271407622045,-4.596347900686568,-4.644681630288314,4135954469.851553,0.0,0.0,0.0,24.144137095997312,71.25503985843524,4141394476.671836,0.0,4141394476.671836,1.3969838619232178e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  08:00:00,-2.099983623491247,-4.742409312313384,397695.4871505353,0.0,0.0,1471215.9276574554,0.0,3454113.063363159,0.0,0.0,0.0,47413.32432088909,-3.7989943715059854e-18,-1.0499918117456235,-4.64926340841319,-4.6958363603632876,3940193878.8476768,0.0,0.0,0.0,25.50553729905523,71.57709699657102,3949465150.7169366,0.0,3949465150.7169375,4.1909515857696533e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  09:00:00,-1.982569759384165,-4.743270773149908,1222522.022650759,0.0,28193.098367921375,384466.8890419662,0.0,4164995.908402525,0.0,0.0,23531.0244555228,5245.035917198504,-4.917155483991644e-16,-0.9912848796920825,-4.668516149340087,-4.705893461244997,3303118007.5475273,0.0,0.0,0.0,29.20679569671661,71.69464657268564,3314975216.821605,0.0,3314975216.821605,6.984919309616089e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  10:00:00,-1.7833604611081848,-4.623417341725001,1978556.6221786798,0.0,789411.5816684676,0.0,0.0,4663160.663200874,0.0,0.0,126639.87469405017,0.0,1.3477464718174742e-18,-0.8916802305540924,-4.592231075688671,-4.607824208706837,2473951173.0194116,0.0,0.0,0.0,35.18829292051867,71.23036689004108,2486085233.8505883,0.0,2486085233.8505883,6.984919309616089e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  11:00:00,-1.5471825316104415,-4.388492547448326,2501764.592257453,0.0,1712257.8921111855,0.0,0.0,4876149.304147337,0.0,0.0,186260.4479885219,0.0,-2.7579086821433325e-16,-0.7735912658052208,-4.421278206983065,-4.404885377215696,1632024152.9855275,0.0,0.0,0.0,43.20912894173023,70.20145812021704,1642160675.2049031,0.0,1642160675.2049031,1.3969838619232178e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  12:00:00,-1.327549813522789,-4.10209958274362,2822081.615350348,0.0,2314528.5733529557,0.0,0.0,4869124.176119487,0.0,0.0,245280.98528460765,0.0,-2.0556923440830724e-20,-0.6637749067613945,-4.182099976111663,-4.1420997794276415,1048351723.2195946,0.0,0.0,0.0,48.66821078780152,68.78885286758388,1052375318.6244445,0.0,1052375318.6244445,1.3969838619232178e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  13:00:00,-1.133504806603738,-3.8043683340410865,3344533.3934451705,0.0,3066817.4825713653,0.0,0.0,5140475.414900961,0.0,0.0,267305.39019271056,0.0,-1.0364576965516467e-16,-0.5667524033018692,-3.898640281432696,-3.851504307736891,690893227.7664226,0.0,0.0,0.0,51.395872954479906,67.15418084341711,693999013.6698214,0.0,693999013.6698214,1.7462298274040222e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  14:00:00,-0.7255535793972859,-3.5102990547048716,8610450.744345132,0.0,8808065.058800545,0.0,0.0,9999594.300779874,0.0,0.0,264868.977038548,0.0,-2.58915616158409e-17,-0.36277678969864297,-3.6035730402316126,-3.5569360474682425,439365474.244462,0.0,0.0,0.0,51.49744199699774,65.45854210918066,440116255.36634815,0.0,440116255.36634815,2.6193447411060333e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  15:00:00,-0.14785964567782783,-3.2185423808995064,15912013.709506974,0.0,16357028.932426602,0.0,0.0,16404018.39416086,0.0,0.0,257906.94922019762,0.0,2.6520986683305692e-17,-0.0739298228389139,-3.3052549698331917,-3.2618986753663486,363534083.7093274,0.0,0.0,0.0,53.284915218863745,63.83984210416142,364626221.8047953,0.0,364626221.8047953,8.731149137020111e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  16:00:00,0.37432615299559396,-2.935891698422669,20099344.8452592,0.0,20595915.38237406,0.0,0.0,19808276.581282664,0.0,0.0,236320.64990325194,0.0,6.768497549497156e-21,0.18716307649779698,-3.0089579567002236,-2.9724248275614458,366146916.22672576,0.0,0.0,0.0,51.34270952762622,62.29129344425115,363944044.4044623,0.0,363944044.40446234,8.731149137020111e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  17:00:00,0.6376988407110884,-2.681579520677783,18587458.214661196,0.0,18954949.810867514,0.0,0.0,17715675.050565474,0.0,0.0,202008.8414984086,0.0,-2.6527701300594686e-17,0.3188494203555442,-2.730573468665298,-2.70607649467154,363921877.6042891,0.0,0.0,0.0,51.02781487294329,60.88501535895504,363690220.3268355,0.0,363690220.3268355,8.731149137020111e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  18:00:00,0.23047393576807085,-2.4702011453709973,6404104.596847405,0.0,6378875.099496694,163818.60655994574,95285.28324052863,5848186.555809251,0.0,0.0,151835.4116436758,0.0,-7.902338902415524e-17,0.11523696788403541,-2.4995649528340107,-2.4848830491025042,365056566.74408275,0.0,0.0,0.0,52.895776379473936,59.740275539009694,364573720.61773616,0.0,364573720.61773616,8.731149137020111e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  19:00:00,-0.30838493447854914,-2.3290083879353265,0.0,0.0,0.0,477282.99970286083,2338.5768709278636,166916.28964023368,0.0,0.0,88270.69460278531,0.0,-5.30095522586967e-17,-0.1541924672392746,-2.3378261968653966,-2.333417292400362,364542568.7799658,0.0,0.0,0.0,54.23583145066946,58.935191238658916,365679200.18883747,0.0,365679200.18883747,2.6193447411060333e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  20:00:00,-0.4818914322408883,-2.2772813296702705,0.0,0.0,0.0,530995.4694864772,0.0,418962.1154056675,0.0,0.0,29865.71872774078,0.0,-2.6853736642199674e-17,-0.24094571612044421,-2.260114100420283,-2.268697715045277,469524074.92200035,0.0,0.0,0.0,55.0465319141978,58.55256616406441,470371796.80429924,0.0,470371796.80429924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  21:00:00,-0.5986106092757751,-2.283438701130254,0.0,0.0,0.0,614253.8213569064,0.0,536771.8059915209,0.0,0.0,588.6988982901493,10133.412034038527,-5.0377913309303057e-17,-0.2993053046378876,-2.2487647590081634,-2.266101730069209,646305407.148373,0.0,0.0,0.0,56.14433017349617,58.49692213295376,648179401.7624315,0.0,648179401.7624316,1.7462298274040222e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  22:00:00,-0.6875323094947475,-2.3163219900101972,0.0,0.0,0.0,685111.6195118863,0.0,629500.5458891524,0.0,0.0,0.0,31307.521356590372,-5.034946880368962e-17,-0.34376615474737376,-2.2759553103655428,-2.2961386501878702,826047392.8425553,0.0,0.0,0.0,56.84701439635777,58.63029506543942,827215178.6942217,0.0,827215178.6942217,5.2386894822120667e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  23:00:00,-0.7586767201431323,-2.360582858709744,0.0,0.0,0.0,758871.6031563231,0.0,703580.9909828857,0.0,0.0,0.0,41979.03459730768,-7.911999848960852e-19,-0.3793383600715661,-2.323365606514002,-2.341974232611873,1005112356.9724349,0.0,0.0,0.0,56.54182302323562,58.86362053645835,1006422625.2090503,0.0,1006422625.2090503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  24:00:00,-0.8134277944480122,-2.4093316654599657,0.0,0.0,0.0,801631.4334784567,0.0,776572.0033173913,0.0,0.0,0.0,41734.78107737771,-2.9695345946470625e-16,-0.40671389722400625,-2.376925380281003,-2.393128522870484,1080460400.2458196,0.0,0.0,0.0,55.06738047754286,59.128393259307046,1080758044.4779522,0.0,1080758044.4779525,6.984919309616089e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  01:00:00,-0.8556188517188011,-2.459456836946648,0.0,0.0,0.0,815866.9789327752,0.0,850041.6265904175,0.0,0.0,0.0,40796.29539088847,-9.899988578525305e-17,-0.4278094258594007,-2.4260306760905768,-2.4427437565186128,1077928074.8657017,0.0,0.0,0.0,55.38013747286673,59.372285991235906,1080850233.2860682,0.0,1080850233.2860682,3.4924596548080444e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  02:00:00,-0.8961334288549203,-2.5089203948410694,0.0,0.0,0.0,858955.1307675169,0.0,896541.309897597,0.0,0.0,0.0,40349.010023461,9.917502191808287e-17,-0.44806671442746016,-2.473280722176686,-2.4911005585088777,1185481751.1081762,0.0,0.0,0.0,56.23300109775882,59.60800085567891,1187055301.5701058,0.0,1187055301.570106,1.0477378964424133e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  03:00:00,-0.9332188935669459,-2.5558289687350317,0.0,0.0,0.0,903937.3197285667,0.0,940648.0323998576,0.0,0.0,0.0,47977.377135101095,-9.755920275118597e-17,-0.46660944678347294,-2.5183770754021473,-2.5371030220685893,1261202002.8689656,0.0,0.0,0.0,56.08264705048409,59.833919733778174,1263033282.037176,0.0,1263033282.037176,1.3969838619232178e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  04:00:00,-0.9628580587775378,-2.601240437178985,0.0,0.0,0.0,913014.3718866184,0.0,992969.1157753948,0.0,0.0,0.0,47556.62027892602,-9.823989611638447e-17,-0.4814290293887689,-2.5612528258553513,-2.5812466315171685,1261198853.564521,0.0,0.0,0.0,56.082544896669134,60.04958220220389,1263096101.450575,0.0,1263096101.450575,6.984919309616089e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  05:00:00,-0.9829498726185125,-2.646510436509507,0.0,0.0,0.0,870925.2880328578,0.0,1067602.6668654867,0.0,0.0,0.0,47325.414390493985,9.907641610225295e-17,-0.49147493630925626,-2.603975192813199,-2.6252428146613527,1154084619.5181203,0.0,0.0,0.0,56.274536987582906,60.229717071268,1156236609.3424616,0.0,1156236609.3424616,3.4924596548080444e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  06:00:00,-0.9991993524210859,-2.686713519365737,0.0,0.0,0.0,837137.4732485168,0.0,1128405.2823181918,0.0,0.0,0.0,40760.569368123644,-9.900372871184802e-17,-0.49959967621054296,-2.6438463387644826,-2.6652799290651097,1076796281.2057018,0.0,0.0,0.0,57.80229362218583,60.40620437005516,1080080472.9834495,0.0,1080080472.9834495,6.984919309616089e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  07:00:00,-1.0243501171850617,-2.7173658312105577,0.0,0.0,0.0,893626.77620462,0.0,1132605.6688509008,0.0,0.0,0.0,30296.01750674805,-2.951125274637281e-16,-0.512175058592531,-2.6758021731939254,-2.6965840022022416,1184316779.0561066,0.0,0.0,0.0,58.68829691937811,60.568538509566004,1186149635.556871,0.0,1186149635.5568712,3.4924596548080444e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  08:00:00,-1.0168093399170741,-2.7398629698161163,446579.93671165523,0.0,0.0,456724.15548428165,0.0,1532441.0034300522,0.0,0.0,0.0,20098.57190915716,4.541865333866049e-19,-0.5084046699585368,-2.6992272183304746,-2.7195450940732955,1259955054.1312957,0.0,0.0,0.0,58.53201765538633,60.68784085895167,1261943375.7099218,0.0,1261943375.7099218,1.0477378964424133e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  09:00:00,-0.9298947961431135,-2.737075632831109,1407615.3910567123,0.0,587927.4068473878,0.0,0.0,2335068.2087040013,0.0,0.0,13186.171947879819,2763.9011478675056,2.2851917604785837e-19,-0.46494739807155677,-2.7085454783490426,-2.722810555590076,1258398590.907537,0.0,0.0,0.0,59.96456668700634,60.735366793684335,1261725443.004,0.0,1261725443.004,6.984919309616089e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  10:00:00,-0.779008958583149,-2.6419003974094797,2289352.220655836,0.0,1586666.1967079812,0.0,0.0,2953324.969752104,0.0,0.0,81344.0830088915,0.0,-9.830664289130151e-17,-0.38950447929157456,-2.6600997618972078,-2.6510000796533437,1152135645.8220084,0.0,0.0,0.0,62.76287566373466,60.488844872752885,1155254010.7770522,0.0,1155254010.7770522,3.4924596548080444e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  11:00:00,-0.5755256427930097,-2.4403130721092117,3138732.9879782684,0.0,2492113.2950816783,0.0,0.0,3432511.2320099548,0.0,0.0,177193.63548191608,0.0,-1.9448402687557493e-16,-0.28776282139650494,-2.513686045669126,-2.4769995588891693,1183636862.8571284,0.0,0.0,0.0,63.88202575164663,59.71536275578084,1184429986.4019732,0.0,1184429986.4019735,6.984919309616089e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  12:00:00,-0.36014694076827986,-2.187328480712964,3767347.2272571935,0.0,3189476.785930465,0.0,0.0,3733724.217302114,0.0,0.0,228706.97911655175,0.0,-1.5077997761968524e-18,-0.18007347038413993,-2.27190545691372,-2.2296169688133425,1151803325.224909,0.0,0.0,0.0,63.93060423608518,58.45850021804233,1152608925.9547038,0.0,1152608925.9547038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  13:00:00,-0.17646772063501426,-1.953224179098272,4236393.977563324,0.0,3783208.0678780177,0.0,0.0,3953977.553829022,0.0,0.0,214365.88289789666,0.0,-9.965953364222326e-17,-0.08823386031750717,-2.0159355031062933,-1.9845798411022828,974192351.868005,0.0,0.0,0.0,61.3438000562561,57.16158363803509,972006099.1956246,0.0,972006099.1956246,3.4924596548080444e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  14:00:00,-0.1503824306708018,-1.7604454113312453,3342129.363932227,0.0,2913512.407302418,0.0,0.0,3047244.217388029,0.0,0.0,177903.20705781874,0.0,5.1326751820505864e-17,-0.07519121533540085,-1.7887731892593157,-1.7746093002952807,896451221.4555032,0.0,0.0,0.0,59.17005424808935,55.996897725369784,896631520.7446097,0.0,896631520.7446097,6.984919309616089e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  15:00:00,-0.11769930472346933,-1.6252438528203452,3727374.9642151,0.0,3248173.1976793264,0.0,0.0,3351669.6074974323,0.0,0.0,110441.48060324848,0.0,-7.844292961771565e-19,-0.058849652361734665,-1.622131572848863,-1.6236877128346041,1105200709.3437488,0.0,0.0,0.0,57.42143339464629,55.14393976179327,1103645096.3587666,0.0,1103645096.3587668,6.984919309616089e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  16:00:00,-0.19024561946247953,-1.547848704697565,3339268.4882845148,0.0,2760189.406711618,0.0,0.0,3032937.7025134666,0.0,0.0,54605.06281331361,0.0,-6.669126904970693e-23,-0.09512280973123977,-1.5286633609070337,-1.5382560328022994,1252951430.1000953,0.0,0.0,0.0,54.75537822660516,54.660212163956594,1251786538.7521317,0.0,1251786538.7521317,1.0477378964424133e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  17:00:00,0.03174132103778728,-1.5189342559502064,7192323.017093054,0.0,6764647.785889709,0.0,0.0,6704645.047283893,0.0,0.0,13250.449606750804,0.0,9.722294481611369e-17,0.01587066051889369,-1.4906051022359559,-1.5047696790930811,1354097633.9190512,0.0,0.0,0.0,53.585226506912875,54.43159753151955,1353898370.291504,0.0,1353898370.291504,6.984919309616089e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  18:00:00,-0.2736058646020488,-1.512578588417852,1379770.785481908,0.0,940718.4819153592,417096.3201321028,51647.75371590832,1087078.5082594831,0.0,0.0,1193.0611566711875,620.4033682100387,2.255355390979954e-19,-0.1368029323010244,-1.4843476250010383,-1.4984631067094452,1534455244.582375,0.0,0.0,0.0,52.02242792717095,54.3476901739125,1533096006.713384,0.0,1533096006.713384,3.4924596548080444e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  19:00:00,-0.5535129554324656,-1.5324187635857944,0.0,0.0,0.0,1061824.2067219403,30036.72472873781,3774.0095617513816,0.0,0.0,0.0,24935.450632292897,-1.0704724089849468e-24,-0.2767564777162328,-1.496229611360473,-1.5143241874731335,1819976120.3730435,0.0,0.0,0.0,49.415511508175,54.345886579478424,1818674355.7310934,0.0,1818674355.7310934,1.0477378964424133e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  20:00:00,-0.6815558026642144,-1.598126505404669,0.0,0.0,0.0,1172270.4684774666,0.0,119679.3779677239,0.0,0.0,0.0,63512.871131567415,-1.7965190669992368e-16,-0.34077790133210734,-1.5529535059035868,-1.575540005654128,2079798296.731621,0.0,0.0,0.0,44.7765861823846,54.547440002446926,2075006424.237404,0.0,2075006424.2374046,2.0954757928848267e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  21:00:00,-0.7721656038441563,-1.6945654913061858,0.0,0.0,0.0,1227556.6434184846,0.0,261294.63710361285,0.0,0.0,0.0,81268.80213598502,-1.8434803438671292e-16,-0.3860828019220783,-1.644326764137336,-1.669446127721761,2253870223.142137,0.0,0.0,0.0,41.941943462185044,54.908102712168734,2254988054.7182436,0.0,2254988054.7182436,6.984919309616089e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  22:00:00,-0.8557874524216039,-1.7996678574327332,0.0,0.0,0.0,1353291.1461326687,0.0,338956.19319523213,0.0,0.0,0.0,88352.73162060269,-1.792066906856435e-16,-0.42789372621080207,-1.7464980112527553,-1.773082934342744,2436525827.8945193,0.0,0.0,0.0,40.71212392248939,55.32115698852527,2435933665.3539352,0.0,2435933665.3539352,6.984919309616089e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  23:00:00,-0.9375601194661547,-1.9045557905654713,0.0,0.0,0.0,1529656.5616773814,0.0,375343.4094305404,0.0,0.0,0.0,89112.50210876457,-1.7428725426967296e-16,-0.4687800597330774,-1.849731193738096,-1.8771434921517838,2723783755.020188,0.0,0.0,0.0,39.58886002916065,55.74254030247979,2725101185.381943,0.0,2725101185.3819437,2.0954757928848267e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  24:00:00,-1.006108379727112,-2.0123588559636434,0.0,0.0,0.0,1633347.157959835,0.0,445935.9186188506,0.0,0.0,0.0,93301.72044112792,-3.402878062166182e-16,-0.5030541898635562,-1.9534722331869443,-1.9829155445752942,2987446140.9541073,0.0,0.0,0.0,37.441116569988985,56.203580259917835,2984648342.736795,0.0,2984648342.736795,1.3969838619232178e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/16  01:00:00,-1.076756255372032,-2.1259957197720265,0.0,0.0,0.0,1772063.2992058625,0.0,496639.42435209645,0.0,0.0,0.0,99501.37959199937,-1.63147427347303e-16,-0.5383781276860161,-2.061950744577863,-2.0939732321749447,3281442233.874951,0.0,0.0,0.0,33.96165600085191,56.68146466147917,3278348887.714361,0.0,3278348887.714361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
